pmcid,question,answer,
10373014,What were the annual savings for the health plan when using the manufacturer-recommended regimen for brolucizumab in neovascular age-related macular degeneration (pmcid=10373014)?,"The annual saving for the health plan when using the manufacturer-recommended regimen for brolucizumab in neovascular age-related macular degeneration was $93,068 (pmcid=10373014).",8c9e23470d7e3893ef6c7f3a3174217c
10373014,What were the annual expenditures for the PRN and T&E regimens following the introduction of brolucizumab in the US patient population model (pmcid=10373014)?,"The annual expenditures for the PRN regimen were $274.58 million, and for the T&E regimen, it was $54.30 million following the introduction of brolucizumab in the US patient population model.",8c9e23470d7e3893ef6c7f3a3174217c
10373014,What do payers need to evaluate when making formulary decisions in nAMD management? (pmcid=10373014),Payers need to evaluate the cost impact of different treatment regimens of existing and new anti-VEGFs when making formulary decisions in nAMD management.,8c9e23470d7e3893ef6c7f3a3174217c
10373014,"What do Mr Siddiqui, Ms Dhumal, Dr Patel, and Dr LeMasters have to disclose? (pmcid=10373014)","Mr Siddiqui, Ms Dhumal, Dr Patel, and Dr LeMasters have nothing to disclose.",8c9e23470d7e3893ef6c7f3a3174217c
10373014,What funding has Dr. Kamal received and from whom (pmcid=10373014)?,Dr. Kamal has received research funding from Cerevel Therapeutics.,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What company has Dr. Almony served as a consultant to (pmcid=10373014)?,Cardinal Health,8c9e23470d7e3893ef6c7f3a3174217c
10442735,What is the expected diabetes prevalence in South Africa by 2030 (pmcid=10442735)?,The expected diabetes prevalence in South Africa by 2030 is 5.4 million.,b9a0bd08700aa26e2dc455bb76035150
10442735,What does diabetes-related complications severely impact in South Africa (pmcid=10442735)?,"Diabetes-related complications severely impact patient health, quality of life, and the economy in South Africa.",b9a0bd08700aa26e2dc455bb76035150
10442735,What benefit did the Diabetes Nurse Educator (DNE) study assess by adding the MyDiaCare program to standard of care for managing patients with type 1 and type 2 diabetes in South Africa (pmcid=10442735)?,The Diabetes Nurse Educator (DNE) study assessed the benefit of adding the MyDiaCare program to standard of care for managing patients with type 1 and type 2 diabetes in South Africa.,b9a0bd08700aa26e2dc455bb76035150
10442735,What was the purpose of the economic study mentioned in the abstract (pmcid=10442735)?,The purpose of the economic study mentioned in the abstract was to estimate the budget impact of adding MyDiaCare to the standard of care for patients with type 2 diabetes older than 19 years treated in the South African private health care sector.,b9a0bd08700aa26e2dc455bb76035150
10442735,What type of study design was used in the real-world DNE study (pmcid=10442735)?,"The real-world DNE study used an observational, retrospective, multicenter, single-group study design.",b9a0bd08700aa26e2dc455bb76035150
10442735,What were the eligibility criteria for patients in the MyDiaCare program (pmcid=10442735)?,Patients in the MyDiaCare program had to be older than 18 years and have at least 6 months of participation.,b9a0bd08700aa26e2dc455bb76035150
10442735,What does the MyDiaCare program combine according to the abstract sentence (pmcid=10442735)?,The MyDiaCare program combines a patient mobile app and a health care professional platform with face-to-face visits with a Diabetes Nurse Educator (DNE).,b9a0bd08700aa26e2dc455bb76035150
10442735,What was assessed to determine the benefit of MyDiaCare in managing diabetes in South Africa (pmcid=10442735)?,"The benefit of MyDiaCare was assessed by the changes in glycated hemoglobin (HbA(1c)) levels, the proportion of patients achieving clinical and biological targets, adherence to care plans, and satisfaction after 6 months of participating in the MyDiaCare program.",b9a0bd08700aa26e2dc455bb76035150
10442735,What data was used to estimate the economic impact of MyDiaCare in the budget impact model (pmcid=10442735)?,Data from the DNE study and another South African cohort of the DISCOVERY study was used to estimate the economic impact of MyDiaCare in the budget impact model.,b9a0bd08700aa26e2dc455bb76035150
10442735,What centers were involved in enrolling patients for the study (pmcid=10442735)?,Two centers were involved in enrolling patients for the study (pmcid=10442735).,b9a0bd08700aa26e2dc455bb76035150
10442735,What was the observed decrease in mean HbA(1c) levels after 6 months of MyDiaCare (pmcid=10442735)?,0.60%,b9a0bd08700aa26e2dc455bb76035150
10442735,What percentage of patients reached or maintained their HbA(1c) targets at 6 months in the study conducted by Makan H in South Africa (pmcid=10442735)?,54%,b9a0bd08700aa26e2dc455bb76035150
10442735,What percentage of patients achieved their targets for blood pressure and lipid parameters in the study (pmcid=10442735)?,"For blood pressure, 67% of patients achieved their target for systolic blood pressure and 89% achieved their target for diastolic blood pressure. For lipid parameters, 69% achieved their target for low-density-lipoprotein (LDL) cholesterol, 58% for high-density-lipoprotein (HDL) cholesterol, and 83% for total cholesterol.",b9a0bd08700aa26e2dc455bb76035150
10442735,What was the mean overall adherence to the MyDiaCare care plan (pmcid=10442735)?,The mean overall adherence to the MyDiaCare care plan in the study associated with pmcid 10442735 was 93%.,b9a0bd08700aa26e2dc455bb76035150
10442735,What percentage of patients were satisfied with the MyDiaCare program (pmcid=10442735)?,74%,b9a0bd08700aa26e2dc455bb76035150
10442735,"What was the estimated net budget impact per patient with type 2 diabetes, older than 19 years, treated in the private sector using MyDiaCare during the first year of introducing MyDiaCare (pmcid=10442735)?","The estimated net budget impact per patient with type 2 diabetes, older than 19 years, treated in the private sector using MyDiaCare during the first year of introducing MyDiaCare was approximately South African Rands (ZAR) 71,023 (US $4089).",b9a0bd08700aa26e2dc455bb76035150
10442735,What do the results suggest about the MyDiaCare program for diabetes management in the South African private health care sector (pmcid=10442735)?,"The results suggest that the MyDiaCare program, which combines digital tools for patients and health care professionals with Diabetes Nurse Educator (DNE) support, may be a clinically effective and cost-saving solution for diabetes management in the South African private health care sector.",b9a0bd08700aa26e2dc455bb76035150
11603808,What was the average antenatal clinic attendance in Papua New Guinea in the last decade (pmcid=11603808)?,Antenatal clinic attendance in Papua New Guinea averaged 50% for one or more visits and 30% for four visits in the last decade.,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What did the WHO revise in its focused antenatal care model in 2016 (pmcid=11603808)?,The WHO revised its focused antenatal care model in 2016 to recommend eight visits instead of four.,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What would be required if the new model for delivering antenatal care in Papua New Guinea is implemented (pmcid=11603808)?,Additional resources would be required if the new model for delivering antenatal care in Papua New Guinea is implemented.,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What did the study estimate the provider costs of in Papua New Guinea (pmcid=11603808)?,The study estimated the provider costs of antenatal care (ANC) in Papua New Guinea.,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What was the design and setting of the study (pmcid=11603808)?,The design and setting of the study was a cross-sectional estimation of antenatal care costs collected from nine health facilities that were part of a cluster randomised trial.,b454d6d9d2173b9d05087f5ba07d3c30
11603808,How were costs estimated in the study (pmcid=11603808)?,Costs were estimated using both top-down and bottom-up approaches.,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What was estimated per woman at the health facility level in the study (pmcid=11603808)?,The cost of the first and follow-up visits.,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What were the health system and scale-up costs of four visits calculated based on (pmcid=11603808)?,The health system and scale-up costs of four visits were calculated based on ANC utilisation rates by multiplying the aggregate cost of four visits.,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What did the budget impact analysis estimate in relation to antenatal care delivery in Papua New Guinea (pmcid=11603808)?,The budget impact analysis estimated the expected costs of delivering eight visits over 5 years in relation to antenatal care delivery in Papua New Guinea.,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What type of analysis was conducted in the study (pmcid=11603808)?,Univariate sensitivity analysis,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What currency were the discounted costs reported in for the study on delivering antenatal care in Papua New Guinea (pmcid=11603808)?,The discounted costs were reported in local currency for the study on delivering antenatal care in Papua New Guinea (pmcid=11603808).,b454d6d9d2173b9d05087f5ba07d3c30
11603808,What were the average costs of the first and follow-up antenatal care visits in Madang and East New Britain (pmcid=11603808)?,"The average cost of the first and follow-up antenatal care visits in Madang ranged from $17.66 to $30.58 (K42.94 to K74.34), while in East New Britain, the average cost ranged from $11.26 to $35.61 (K27.37 to K86.56).",b454d6d9d2173b9d05087f5ba07d3c30
11603808,What was the cost range for four antenatal care visits per woman in Madang and East New Britain (pmcid=11603808)?,"In Madang, the cost range for four antenatal care visits per woman was $70.65-$122.33 (K171.76-K297.36). In East New Britain, the cost range was $45.02-$142.45 (K109.50-K346.4).",b454d6d9d2173b9d05087f5ba07d3c30
